project_code,project_name,agency,ministry,sector,state,approval_date,start_date,original_completion_date,revised_completion_date,actual_completion_date,original_cost,revised_cost,cumulative_expenditure,report_month,approval_date_raw,start_date_raw,original_completion_date_raw,revised_completion_date_raw,actual_completion_date_raw,original_cost_raw,revised_cost_raw,cumulative_expenditure_raw,source_file,source_page,source_row_number,source_serial_number,extraction_method
220100133,"UDHAMPUR-SRINAGAR-BARAMULLA (NL),NR",NR,,POWER,JAMMU AND KASHMIR,,,2024-08,,,37012.0,,42328.83,2025-05,,,08/2024,,,"37,012.00",,"42,328.83",FR_May2025.pdf,11,13,7,pdfplumber-table3-v1
N22000183,NEW BONGAIGAON-RANGIA-KAMAKGHYA DOUBLING,NFR,,POWER,MULTI STATE,,,2024-08,,,2047.51,,3709.47,2025-05,,,08/2024,,,"2,047.51",,"3,709.47",FR_May2025.pdf,11,14,8,pdfplumber-table3-v1
N22000401,VARANASI-MODHOSINGH-ALLAHABAD DOUBLING,RVNL,,POWER,UTTAR PRADESH,,,2024-12,,,2018.23,,1780.22,2025-05,,,12/2024,,,"2,018.23",,"1,780.22",FR_May2025.pdf,12,1,9,pdfplumber-table3-v1
N22000417,2880.4,ECR,,POWER,UTTAR PRADESH,,,2024-08,,,2880.4,,3074.78,2025-05,,,08/2024,,,"2,880.40",,"3,074.78",FR_May2025.pdf,12,2,10,pdfplumber-table3-v1
N22000418,EXECUTION OF RAIL CONNECTIVITY PROJECT FOR COAL TRANSPORTATION IN ODISHA FOR MCRL,IRCON,,POWER,ODISHA,,,2020-03,,,5200.0,,389.0,2025-05,,,03/2020,,,"5,200.00",,389.00,FR_May2025.pdf,12,3,11,pdfplumber-table3-v1
N22000419,KARAILA ROAD - SHAKTINAGAR DOUBLING,ECR,,POWER,UTTAR PRADESH,,,2024-08,,,762.97,,808.96,2025-05,,,08/2024,,,762.97,,808.96,FR_May2025.pdf,12,4,12,pdfplumber-table3-v1
N22000502,"MANSA-BHATINDA (PHASE-I), INCL. NEW MATERIAL MODIFICATION FOR RAMA MANDI (RAMAN) - SADA SINGHWALA VI",NR,,POWER,PUNJAB,,,2016-08,,,404.0,,190.0,2025-05,,,08/2016,,,404.00,,190.00,FR_May2025.pdf,12,5,13,pdfplumber-table3-v1
N22000523,DARBHANGA - BYPASS LINE CONNECTING SHISHO HALT AND KAKARGHATI EXCL DARBHANGA YARD (7.64 KM),ECR,,POWER,BIHAR,,,2025-06,,,983.62,,417.57,2025-05,,,06/2025,,,983.62,,417.57,FR_May2025.pdf,12,6,14,pdfplumber-table3-v1
N22000609,AZIMGANJ-MURSHIDABAD (JIYAGANJ) INCL. RLY. BRIDGE OVER RIVER BHAGIRATHI,ER,,POWER,WEST BENGAL,,,2024-02,,,164.33,,160.82,2025-05,,,02/2024,,,164.33,,160.82,FR_May2025.pdf,12,7,15,pdfplumber-table3-v1
N22000505,MEHSANA PALANPUR DOUBLING PROJECT 65.10 KMS,WR,,POWER,GUJARAT,,,2024-03,,,537.31,,944.55,2025-05,,,03/2024,,,537.31,,944.55,FR_May2025.pdf,12,8,16,pdfplumber-table3-v1
N24001428,FOUR LANING OF VILUPPURAM TO PUDHUCHERRY (DESIGN CH. KM. 00/000 TO KM. 29/000) SECTION OF NH-45A ON,NHAI,,POWER,TAMIL NADU,,,2021-11,,,998.7,,975.68,2025-05,,,11/2021,,,998.70,,975.68,FR_May2025.pdf,12,10,17,pdfplumber-table3-v1
N24001430,FOUR LANING OF POONDIYANKUPPAM (KM.67/000) TO SATTANATHAPOURAM (KM.123/800) SECTION OF NH-45A ON HAM,NHAI,,POWER,TAMIL NADU,,,2022-01,,,2120.4,,1588.17,2025-05,,,01/2022,,,"2,120.40",,"1,588.17",FR_May2025.pdf,13,1,18,pdfplumber-table3-v1
N24001475,CONSTRUCTION OF 2 LANE WITH HARD SHOULDER FROM DESIGN CHAINAGE KM 283.000 TO KM 325.440 (5- LEGGED J,NHIDCL,,POWER,NAGALAND,,,2024-12,,,605.36,,273.21,2025-05,,,12/2024,,,605.36,,273.21,FR_May2025.pdf,13,2,19,pdfplumber-table3-v1
N24001532,"CONSTRUCTION OF 4-LANE NH-344P-PACKAGE-4 (FROM KM 0+000 TO KM 29+600, 29.6KM), STARTING FROM BAWANA",NHAI,,POWER,HARYANA,,,2023-11,,,694.0,,1466.82,2025-05,,,11/2023,,,694.00,,"1,466.82",FR_May2025.pdf,13,3,20,pdfplumber-table3-v1
N24001533,CONSTRUCTION OF 4-LANE GREEN FIELD DELHI-AMRITSAR- KATRA EXPRESSWAY (NE-05) FROM JUSSUR KHERI ON KMP,NHAI,,POWER,HARYANA,,,2023-12,,,1690.23,,1462.45,2025-05,,,12/2023,,,"1,690.23",,"1,462.45",FR_May2025.pdf,13,4,21,pdfplumber-table3-v1
N24001534,CONSTRUCTION OF FOUR-LANE GREENFIELD DELHI- AMRITSAR-KATRA EXPRESSWAY FROM JUNCTION WITH ROHTAK-PANIP,NHAI,,POWER,HARYANA,,,2024-01,,,1334.04,,1048.12,2025-05,,,01/2024,,,"1,334.04",,"1,048.12",FR_May2025.pdf,13,5,22,pdfplumber-table3-v1
N24001536,FOUR LANING OF JIND GOHANA GREENFIELD ALIGNMENT PACKAGE 1 IN THE STATE OF HARYANA UNDER HYBRID ANNUI,NHAI,,POWER,HARYANA,,,2022-07,,,817.0,,986.08,2025-05,,,07/2022,,,817.00,,986.08,FR_May2025.pdf,13,6,23,pdfplumber-table3-v1
N24001616,2L PS OF SATNA - MAIHAR SECTION OF NH-135BG FROM KM 80.800 TO KM 120.125,NHAI,,POWER,MADHYA PRADESH,,,2023-10,,,428.04,,351.97,2025-05,,,10/2023,,,428.04,,351.97,FR_May2025.pdf,13,7,24,pdfplumber-table3-v1
N24001708,BAKHTIYARPUR RAJAULI PKG-III FROM KM 101.630 TO KM 152.520 NH20,NHAI,,POWER,BIHAR,,,2024-06,,,2156.22,,1397.72,2025-05,,,06/2024,,,"2,156.22",,"1,397.72",FR_May2025.pdf,13,8,25,pdfplumber-table3-v1
N24001711,6L OF KANHAULI RAMNAGAR PATNA RING ROAD PKG I FROM KM 0.000 TO KM 39.160 OF SH78 NEW NH131G,NHAI,,POWER,BIHAR,,,2023-03,,,939.43,,1030.75,2025-05,,,03/2023,,,939.43,,"1,030.75",FR_May2025.pdf,13,9,26,pdfplumber-table3-v1
N24001765,"ADDITIONAL WORKS (2VUPS, MR-10 JUNCTION FLYOVER AND UNDERPASS) IN SIX LANE INDORE-DEWAS SECTION OF N",NHAI,,POWER,MADHYA PRADESH,,,2024-07,,,207.77,,147.24,2025-05,,,07/2024,,,207.77,,147.24,FR_May2025.pdf,14,1,27,pdfplumber-table3-v1
N24001768,BALANCE WORK OF 4L OF INDORE-GUJARAT/MP BORDER FROM KM 106.210 TO KM 115.250 (START AND END POINT OF,NHAI,,POWER,MADHYA PRADESH,,,2023-04,,,323.51,,246.27,2025-05,,,04/2023,,,323.51,,246.27,FR_May2025.pdf,14,2,28,pdfplumber-table3-v1
N24001788,CONSTRUCTION OF EIGHT LANE ACCESS CONTROLLED EXPRESSWAY FROM KM 217.500 TO KM 254.430 OF VADODARA MU,NHAI,,POWER,GUJARAT,,,2023-12,,,2271.86,,2655.78,2025-05,,,12/2023,,,"2,271.86",,"2,655.78",FR_May2025.pdf,14,3,29,pdfplumber-table3-v1
N24001815,"4L BYPASSES FOR JAGATPUR, B4ABUGANJ, UNCHAHAR, ALAPUR BYPASS, AND SAI RIVER BRIDGE OF RAEBARELI- PRA",NHAI,,POWER,UTTAR PRADESH,,,2024-11,,,1699.0,,1033.72,2025-05,,,11/2024,,,"1,699.00",,"1,033.72",FR_May2025.pdf,14,4,30,pdfplumber-table3-v1
N24001869,UPGRADATION AND REHABILITATION TO TWO LANE WITH PAVED SHOULDER OF GHAGARIYA- MUNABAO SECTION FROM KM,MoRTH,,POWER,RAJASTHAN,,,2025-08,,,235.15,,152.69,2025-05,,,08/2025,,,235.15,,152.69,FR_May2025.pdf,14,5,31,pdfplumber-table3-v1
N24002085,WIDENING OF RAEBARELI TO PRAYAGRAJ SECTION FROM KM. 82.650 TO KM. 161.450 OF NH-30 AND LINK ROAD FRO,NHAI,,POWER,UTTAR PRADESH,,,2025-03,,,1470.93,,1088.3,2025-05,,,03/2025,,,"1,470.93",,"1,088.30",FR_May2025.pdf,14,6,32,pdfplumber-table3-v1
N24001389,CHANGTONGYA TO LONGLENG ROAD PKG-2,NHIDCL,,POWER,NAGALAND,,,2022-06,,,206.53,,119.25,2025-05,,,06/2022,,,206.53,,119.25,FR_May2025.pdf,14,7,33,pdfplumber-table3-v1
N24001391,JORAM ? KOLORIANG ROAD FROM EXISTING KM 70.00 TO KM 88.700 (PKG-4),NHIDCL,,POWER,ARUNACHAL PRADESH,,,2022-04,,,294.04,,147.13,2025-05,,,04/2022,,,294.04,,147.13,FR_May2025.pdf,14,8,34,pdfplumber-table3-v1
N24001360,RANIKOR-MAHESHKHOLA- BAGHMARA (RMB) PKG-3,NHIDCL,,POWER,MEGHALAYA,,,2022-12,,,260.21,,239.35,2025-05,,,12/2022,,,260.21,,239.35,FR_May2025.pdf,14,9,35,pdfplumber-table3-v1
N24000709,BALANCE WORK FOR FOUR LANING OF ITARSI TO BETUL SECTION OF NH69 FROM KM 63.000 TO KM 137.00 (DESIGN,NHAI,,POWER,MADHYA PRADESH,,,2020-02,,,950.27,,643.9,2025-05,,,02/2020,,,950.27,,643.90,FR_May2025.pdf,15,1,36,pdfplumber-table3-v1
N24001179,CONSTRUCTION OF 2 LANE WITH PAVED SHOULDER FROM KM. 168 TO 183.783 (YESEMYONG TO UNGER) ON MOKOKCHUN,MoRTH,,POWER,NAGALAND,,,2020-11,,,217.35,,214.18,2025-05,,,11/2020,,,217.35,,214.18,FR_May2025.pdf,15,2,37,pdfplumber-table3-v1
N24001180,WIDENING OF EXISTING SINGLE/INTERMEDIATE LANE ROAD TO 2 LANE ROAD FROM KM. 83.00 TO KM 101.00 ON NH-,MoRTH,,POWER,NAGALAND,,,2022-12,,,237.51,,215.47,2025-05,,,12/2022,,,237.51,,215.47,FR_May2025.pdf,15,3,38,pdfplumber-table3-v1
N24000567,FOUR LANING OF BHAVNAGAR-TALAJA SECTION OF NH-8E FROM KM. 7.090 TO KM. 53.585 (DESIGN CH FROM KM. 6.,NHAI,,POWER,GUJARAT,,,2019-08,,,998.18,,1105.25,2025-05,,,08/2019,,,998.18,,"1,105.25",FR_May2025.pdf,15,4,39,pdfplumber-table3-v1
N24000570,FOUR LANING OF UNA TO KODINAR OF NH-8E FROM KM. 180.478 TO KM 221.610 (PACKAGE-V) IN THE STATE OF GU,NHAI,,POWER,GUJARAT,,,2019-08,,,763.08,,734.78,2025-05,,,08/2019,,,763.08,,734.78,FR_May2025.pdf,15,5,40,pdfplumber-table3-v1
N16000392,CITY GAS DISTRIBUTION IN WEST BENGAL,HPCL,,PETROLEUM,WEST BENGAL,,,2031-03,,,5830.2,,875.27,2025-06,,,03/2031,,,"5,830.20",,875.27,FR_JUNE_2025.pdf,11,2,1,pdfplumber-table3-v1
N16000426,CGD PROJECT AT NAWADA AND KODERMA DISTRICTS,IOCL,,PETROLEUM,MULTI STATE,,,2029-12,,,169.0,,71.0,2025-06,,,12/2029,,,169.00,,71.00,FR_JUNE_2025.pdf,11,3,2,pdfplumber-table3-v1
N16000496,"CGD PROJECT IN TONK, SAWAI MADHOPUR, DAUSA, KARAULI",HPCL,,PETROLEUM,RAJASTHAN,,,2030-03,,,1751.0,,301.39,2025-06,,,03/2030,,,"1,751.00",,301.39,FR_JUNE_2025.pdf,11,4,3,pdfplumber-table3-v1
N18000293,BHENSARA 320 MW,NTPC,,POWER,RAJASTHAN,,,2022-07,,,1221.73,,1139.42,2025-06,,,07/2022,,,"1,221.73",,"1,139.42",FR_JUNE_2025.pdf,11,6,4,pdfplumber-table3-v1
N18000296,"150 MW SOLAR PV PROJECT IN GUJARAT (LIMBDI, MESANKA AND RADHANPUR)",NTPC,,POWER,GUJARAT,,,2022-09,,,674.92,,572.53,2025-06,,,09/2022,,,674.92,,572.53,FR_JUNE_2025.pdf,11,7,5,pdfplumber-table3-v1
N18000286,SAMBHU KI BHURJ-II SOLAR 300MW,NTPC,,POWER,RAJASTHAN,,,2021-09,,,1782.0,,1369.88,2025-06,,,09/2021,,,"1,782.00",,"1,369.88",FR_JUNE_2025.pdf,11,8,6,pdfplumber-table3-v1
N22000625,KARAIKAL PERALAM(23KM)-NEW LINE PROJECT,SR,,RAILWAYS,TAMIL NADU,,,2026-03,,,304.22,,292.65,2025-06,,,03/2026,,,304.22,,292.65,FR_JUNE_2025.pdf,11,10,7,pdfplumber-table3-v1
N24001887,REHABILITATION AND UPGRADATION OF BHOKARDAN TO KUMBHARI FATA DESIGN CH. (KM 13+500 TO 17+00) AND RAJ,MoRTH,,RAILWAYS,MAHARASHTRA,,,2024-06,,,291.37,,157.59,2025-06,,,06/2024,,,291.37,,157.59,FR_JUNE_2025.pdf,11,12,8,pdfplumber-table3-v1
N24001888,"UP-GRADATION OF TIRORA-GONDIA, STATE HIGHWAY FROM EXISTING KM 163+213 (ON SH-335, TIRORA) TO KM 191+",MoRTH,,RAILWAYS,MAHARASHTRA,,,2023-04,,,288.14,,72.78,2025-06,,,04/2023,,,288.14,,72.78,FR_JUNE_2025.pdf,11,13,9,pdfplumber-table3-v1
N24001889,2 LANE + PS PIMPLNER TO SATANA -[DESIGN CHAINAGE KM 21.427 TO 64.00 ] OF NH-752G],MoRTH,,RAILWAYS,MAHARASHTRA,,,2021-07,,,277.81,,155.01,2025-06,,,07/2021,,,277.81,,155.01,FR_JUNE_2025.pdf,12,1,10,pdfplumber-table3-v1
N24001894,2 LANE + PS ASTHAMODE - TIVATYAL [DESIGN CH. KM 24.300 - 62.00] [KM 134.98-172.95 OF NH-63],MoRTH,,RAILWAYS,MAHARASHTRA,,,2021-07,,,228.82,,145.5,2025-06,,,07/2021,,,228.82,,145.50,FR_JUNE_2025.pdf,12,2,11,pdfplumber-table3-v1
N24001895,REHABILATION AND UPGRADATION TO TWO LANES WITH PAVED SHOULDER CONFIGURATION FROM WATUR TO CHARTHANA,MoRTH,,RAILWAYS,MAHARASHTRA,,,2023-09,,,228.01,,106.11,2025-06,,,09/2023,,,228.01,,106.11,FR_JUNE_2025.pdf,12,3,12,pdfplumber-table3-v1
N24001905,"CONSTRUCTION OF MAJOR BRIDGE ACROSS MANJRA RIVER NEAR YESGI VILLAGE @ KM, 166/500 ON NH 63 TQ BILOLI",MoRTH,,RAILWAYS,MAHARASHTRA,,,2023-08,,,188.69,,111.25,2025-06,,,08/2023,,,188.69,,111.25,FR_JUNE_2025.pdf,12,4,13,pdfplumber-table3-v1
N24001909,"STRENGTHING AND WIDINING OF EXISTING CARRIAGEWAY TO 10 M IN KM, 156/160 TO 229/160 (TEMBHURNI - KUSL",MoRTH,,RAILWAYS,MAHARASHTRA,,,2024-06,,,157.72,,80.37,2025-06,,,06/2024,,,157.72,,80.37,FR_JUNE_2025.pdf,12,5,14,pdfplumber-table3-v1
N24001440,KEIFANG - TUVAI PKG-1,NHIDCL,,RAILWAYS,MIZORAM,,,2023-05,,,492.94,,365.86,2025-06,,,05/2023,,,492.94,,365.86,FR_JUNE_2025.pdf,12,6,15,pdfplumber-table3-v1
N24001600,BALANCE WORK 2-LANE WITH PAVED SHOULDERS OF NAGAPATTINAM - THANJAVUR SECTION OF NH-67 (NEW NH-83),NHAI,,RAILWAYS,TAMIL NADU,,,2023-05,,,434.12,,268.92,2025-06,,,05/2023,,,434.12,,268.92,FR_JUNE_2025.pdf,12,7,16,pdfplumber-table3-v1
N24001603,4-LANING OF ODDANCHATRAM - MADATHUKULAM SECTION OF NH-209 (NEW NH-83),NHAI,,RAILWAYS,TAMIL NADU,,,2022-10,,,1518.53,,915.4,2025-06,,,10/2022,,,"1,518.53",,915.40,FR_JUNE_2025.pdf,12,8,17,pdfplumber-table3-v1
N24002137,STRENGTHENING OF 6-LANE PIMPALGAON-NASHIK- GONDE (KM. 380 - KM. 440) SECTION OF NH-3 IN MAHARASHTRA U,NHAI,,RAILWAYS,MAHARASHTRA,,,2025-03,,,175.0,,201.0,2025-06,,,03/2025,,,175.00,,201.00,FR_JUNE_2025.pdf,12,9,18,pdfplumber-table3-v1
N24001254,CONSTUCTION/UPGRADATION OF EXISTING HIGHWAY TO 2 LANE WITH PAVED SHOULDER FROM KM 26.10 TO KM 40.00,NHIDCL,,RAILWAYS,SIKKIM,,,2022-06,,,242.97,,246.91,2025-06,,,06/2022,,,242.97,,246.91,FR_JUNE_2025.pdf,13,1,19,pdfplumber-table3-v1
N24001286,2-LANING OF CHANGTONGYA TO LONGLENG ROAD OF NH-702 (PKG-I),NHIDCL,,RAILWAYS,NAGALAND,,,2022-06,,,278.95,,166.29,2025-06,,,06/2022,,,278.95,,166.29,FR_JUNE_2025.pdf,13,2,20,pdfplumber-table3-v1
N24001339,RANIKOR-MAHESHKHOLA- BAGHMARA (RMB) PKG-4 (KANAI-RONGARA),NHIDCL,,RAILWAYS,MEGHALAYA,,,2022-04,,,157.86,,152.95,2025-06,,,04/2022,,,157.86,,152.95,FR_JUNE_2025.pdf,13,3,21,pdfplumber-table3-v1
N24000301,REHABILITATION AND UPGRADATION OF NH-219 FROM KM 58-600 TO KM 140-750 IN THE STATE OF ANDHRA PRADES,MoRTH,,RAILWAYS,ANDHRA PRADESH,,,2015-10,,,271.45,,240.23,2025-06,,,10/2015,,,271.45,,240.23,FR_JUNE_2025.pdf,13,4,22,pdfplumber-table3-v1
N24000332,REHABILITATION AND UPGRADATION OF END OF AHMEDNAGAR BYPASS TO KHARWANDI KASAR SECTION OF NH-222 FROM,MoRTH,,RAILWAYS,MAHARASHTRA,,,,,,225.81,,118.84,2025-06,,,N.A.,,,225.81,,118.84,FR_JUNE_2025.pdf,13,5,23,pdfplumber-table3-v1
N24000659,4-LANNING OF WARANGA-MAHAGAON SECTION(KM 253.7000 TO 320.580),NHAI,,RAILWAYS,MAHARASHTRA,,,2017-03,,,1059.73,,928.19,2025-06,,,03/2017,,,"1,059.73",,928.19,FR_JUNE_2025.pdf,13,6,24,pdfplumber-table3-v1
N24000704,4-LANNING OF THALSERRY -MAHE BYPASS,NHAI,,RAILWAYS,KERALA,,,2020-05,,,1124.11,,1527.28,2025-06,,,05/2020,,,"1,124.11",,"1,527.28",FR_JUNE_2025.pdf,13,7,25,pdfplumber-table3-v1
N24000741,CONSTRUCTION AND UPGRADATION OF EXISTING ROAD TO 2 LANE WITH PAVED SHOULDER FROM KM 368.00 TO KM 399,NHIDCL,,RAILWAYS,UTTARAKHAND,,,2020-11,,,274.31,,253.61,2025-06,,,11/2020,,,274.31,,253.61,FR_JUNE_2025.pdf,13,8,26,pdfplumber-table3-v1
N24000768,CONSTRUCTION OF 2-LANE WITH PAVED SHOULDER INCLUDING GEOMETRIC IMPROVEMENT FROM KM 16.000 TO KM 32.5,NHIDCL,,RAILWAYS,SIKKIM,,,2020-10,,,290.05,,218.36,2025-06,,,10/2020,,,290.05,,218.36,FR_JUNE_2025.pdf,13,9,27,pdfplumber-table3-v1
N24001003,AKOLA TO AKOT,MoRTH,,RAILWAYS,MAHARASHTRA,,,2019-06,,,313.95,,270.02,2025-06,,,06/2019,,,313.95,,270.02,FR_JUNE_2025.pdf,14,1,28,pdfplumber-table3-v1
N24001008,AJANTHA TO BULDHANA,MoRTH,,RAILWAYS,ANDAMAN AND NICOBAR ISLANDS ,,,2019-07,,,401.0,,246.39,2025-06,,,07/2019,,,401.00,,246.39,FR_JUNE_2025.pdf,14,2,29,pdfplumber-table3-v1
N24001018,BHANDARA TO GHOTITOK,MoRTH,,RAILWAYS,MAHARASHTRA,,,2019-06,,,392.83,,264.35,2025-06,,,06/2019,,,392.83,,264.35,FR_JUNE_2025.pdf,14,3,30,pdfplumber-table3-v1
N24001021,AMDI TO SAONER,MoRTH,,RAILWAYS,MAHARASHTRA,,,2019-06,,,396.91,,253.59,2025-06,,,06/2019,,,396.91,,253.59,FR_JUNE_2025.pdf,14,4,31,pdfplumber-table3-v1
N24001046,RALEGAON TO RAMTIRTH,MoRTH,,RAILWAYS,MAHARASHTRA,,,2019-07,,,210.81,,132.0,2025-06,,,07/2019,,,210.81,,132.00,FR_JUNE_2025.pdf,14,5,32,pdfplumber-table3-v1
N24001078,PUNE TO MALE VILLAGE,MoRTH,,RAILWAYS,MAHARASHTRA,,,2019-12,,,228.31,,113.29,2025-06,,,12/2019,,,228.31,,113.29,FR_JUNE_2025.pdf,14,6,33,pdfplumber-table3-v1
N24001079,ARDHAPUR TO HIMAYATNAGAR,MoRTH,,RAILWAYS,MAHARASHTRA,,,2020-06,,,426.06,,268.96,2025-06,,,06/2020,,,426.06,,268.96,FR_JUNE_2025.pdf,14,7,34,pdfplumber-table3-v1
N24001080,MALE VILLAGE TO PUNE RAIGARH DISTRICT BORDER,MoRTH,,RAILWAYS,MAHARASHTRA,,,2019-12,,,256.15,,115.53,2025-06,,,12/2019,,,256.15,,115.53,FR_JUNE_2025.pdf,14,8,35,pdfplumber-table3-v1
N24001090,KOLDE TO KHETIYA,MoRTH,,RAILWAYS,MAHARASHTRA,,,2019-07,,,509.18,,246.83,2025-06,,,07/2019,,,509.18,,246.83,FR_JUNE_2025.pdf,14,9,36,pdfplumber-table3-v1
N24001101,KURUDWADI TO PANDHARPUR,MoRTH,,RAILWAYS,MAHARASHTRA,,,2019-07,,,307.63,,208.22,2025-06,,,07/2019,,,307.63,,208.22,FR_JUNE_2025.pdf,14,10,37,pdfplumber-table3-v1
N24001102,PANDHARPUR TO SANGOLA,MoRTH,,RAILWAYS,MAHARASHTRA,,,2019-07,,,218.38,,176.99,2025-06,,,07/2019,,,218.38,,176.99,FR_JUNE_2025.pdf,15,1,38,pdfplumber-table3-v1
N24001138,PARLI PIMPLA DAHIGUDA,MoRTH,,RAILWAYS,MAHARASHTRA,,,2019-06,,,205.72,,813.5,2025-06,,,06/2019,,,205.72,,813.50,FR_JUNE_2025.pdf,15,2,39,pdfplumber-table3-v1
N38000001,CENTRE FOR DISABILITY SPORTS,CPWD,,SOCIAL JUSTICE,MADHYA PRADESH,,,2024-03,,,170.99,,162.63,2025-06,,,03/2024,,,170.99,,162.63,FR_JUNE_2025.pdf,15,4,40,pdfplumber-table3-v1
N28000159,KOCHI METRO RAIL PROJECT PHASE IB SECTION FROM S N JUNCTION TO THRIPUNITHURA,KMRCL,,URBAN DEVELOPMENT,KERALA,,,2023-09,,,355.7,,448.39,2025-06,,,09/2023,,,355.70,,448.39,FR_JUNE_2025.pdf,15,6,41,pdfplumber-table3-v1
N28000121,PUNE METRO RAIL PROJECT (PHASE 1),MMRC,,URBAN DEVELOPMENT,MAHARASHTRA,,,2021-11,,,11420.0,,13088.19,2025-06,,,11/2021,,,"11,420.00",,"13,088.19",FR_JUNE_2025.pdf,15,7,42,pdfplumber-table3-v1
609041,"IoE Projects [Civil Works], IIT Kharagpur","Indian Institute of Technology, Kharagpur",Department of Higher Education,Education,West Bengal,2018-01,2019-01,2023-03,2026-12,2025-08,287.2,,310.0,2025-09,01/2018,(01/2019),(03/2023),(12/2026),08/2025,287.2,(-),310,FlashReport_September_2025.pdf,33,3,1,pdfplumber-table3-v1
701371,Durgawati Reservoir Project,Irrigation and CAD-TG,"Department of Water Resources, River Development & GR",Water Resources,Bihar,,,2019-12,2026-03,2025-09,691.15,971.96,978.51,2025-09,04/1996,(04/1997),(12/2019),(03/2026),09/2025,691.15,(971.96),978.51,FlashReport_September_2025.pdf,33,7,2,pdfplumber-table3-v1
400117,Arjun Sahayak Project,Irrigation & Water Resources-UP,"Department of Water Resources, River Development & GR",Water Resources,Uttar Pradesh,2009-04,2009-04,2019-12,2019-12,2025-10,741.38,2465.68,3037.68,2025-09,04/2009,(04/2009),(12/2019),(12/2019),10/2025,741.38,(2465.68),3037.68,FlashReport_September_2025.pdf,33,8,3,pdfplumber-table3-v1
604792,"Assam Bio Refinery, ABRPL",Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,Oil & Gas,Assam,2018-02,2018-02,2021-09,2025-09,2025-09,1750.0,4930.0,4770.0,2025-09,02/2018,(02/2018),(09/2021),(09/2025),09/2025,1750,(4930),4770,FlashReport_September_2025.pdf,33,12,4,pdfplumber-table3-v1
617303,"City Gas Distribution Project at Khagaria, Saharsa and Madhepura",Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,Oil & Gas,Bihar,2019-03,2019-03,2030-03,2025-09,2025-09,163.0,163.0,96.95,2025-09,03/2019,(03/2019),(03/2030),(09/2025),09/2025,163,(163),96.95,FlashReport_September_2025.pdf,33,13,5,pdfplumber-table3-v1
708655,Operationalization of Coastal Berth & Shallow Water Berth through PPP,Jawaharlal Nehru Port Authority [JNPA],"Ministry of Ports, Shipping and Waterways",Shipping,Maharashtra,,2021-07,2026-01,,,366.8,,376.86,2025-09,,(07/2021),(01/2026),(-),NA,366.8,(-),376.86,FlashReport_September_2025.pdf,33,17,6,pdfplumber-table3-v1
709761,HP Trijet Unit in Visakh Refinery,Hindustan Petroleum Corporation Limited,Ministry of Petroleum & Natural Gas,Oil & Gas,Andhra Pradesh,2024-07,2024-07,2027-07,2025-11,2025-11,193.0,193.0,0.43,2025-10,07/2024,(07/2024),(07/2027),(11/2025),11/2025,193,(193),0.43,FlashReport_October_2025.pdf,33,3,1,pdfplumber-table3-v1
612998,Bathinda Sangrur Pipeline,Ministry of Petroleum and Natural Gas,Ministry of Petroleum & Natural Gas,Oil & Gas,Punjab,2021-11,2021-11,2024-05,2025-10,2015-10,367.0,397.0,355.93,2025-10,11/2021,(11/2021),(05/2024),(10/2025),10/2015,367,(397),355.93,FlashReport_October_2025.pdf,33,4,2,pdfplumber-table3-v1
611938,Vijapur Ambliyasan Gauge Conversion,Western Railway (WR) - II,Ministry of Railways,Railways,Gujarat,2022-05,2022-05,2026-05,2025-10,2025-10,415.38,415.38,701.04,2025-10,05/2022,(05/2022),(05/2026),(10/2025),10/2025,415.38,(415.38),701.04,FlashReport_October_2025.pdf,33,8,3,pdfplumber-table3-v1
611939,Himmatnagar Khedbrahma Gauge Conversion,Western Railway (WR) - II,Ministry of Railways,Railways,Gujarat,2022-06,2017-04,2001-06,2025-08,2025-08,482.42,482.42,894.4,2025-10,06/2022,(04/2017),(06/2001),(08/2025),08/2025,482.42,(482.42),894.4,FlashReport_October_2025.pdf,33,9,4,pdfplumber-table3-v1
705566,Domingarh-Gorakhpur-Gorakhpur Cantt.-Kusumhi - 3rd Railway Line Project,North Eastern Railway [NER],Ministry of Railways,Railways,Uttar Pradesh,2016-11,2018-06,2025-02,2025-09,2025-09,351.0,521.47,499.64,2025-10,11/2016,(06/2018),(02/2025),(09/2025),09/2025,351,(521.47),499.64,FlashReport_October_2025.pdf,33,10,5,pdfplumber-table3-v1
705863,Bahraich - Nanpara - Nepalganj Road Gauge Conversion,North Eastern Railway [NER],Ministry of Railways,Railways,Uttar Pradesh,2020-07,2021-04,2025-07,2025-09,2025-09,950.0,550.0,507.02,2025-10,07/2020,(04/2021),(07/2025),(09/2025),09/2025,950,(550),507.02,FlashReport_October_2025.pdf,33,11,6,pdfplumber-table3-v1
701091,Lucknow Airport-Terminal 3- Phase 1 & Other Associated Works,Adani Airport Holdings Limited,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,Uttar Pradesh,2018-06,2018-09,2026-03,,2024-03,3100.0,,3112.57,2025-11,06/2018,(09/2018),(03/2026),(-),03/2024,3100,(-),3112.57,FlashReport_November_2025.pdf,33,3,1,pdfplumber-table3-v1
