project_code,project_name,agency,ministry,sector,state,approval_date,start_date,original_completion_date,revised_completion_date,actual_completion_date,original_cost,revised_cost,cumulative_expenditure,report_month,approval_date_raw,start_date_raw,original_completion_date_raw,revised_completion_date_raw,actual_completion_date_raw,original_cost_raw,revised_cost_raw,cumulative_expenditure_raw,source_file,source_page,source_row_number,source_serial_number,extraction_method
618329,Construction of 4/6 Laning from Km 132.375 to Km 153.058 Total New Alignment length of 20.683 Km of Daboka-Dimapur Section Dimapur Bypass Nagaland Portion of NH-36 & 39 in the State of Nagaland on EPC basis under PhaseA of SARDP-NE,NHIDCL,Ministry of Road Transport & Highways,Roads & Highways,Nagaland,2017-02,2017-09,2020-09,2025-09,,819.39,,635.0,2026-06,02/2017,(09/2017),(09/2020),(09/2025),,819.39,(-),635,FlashReport_June_2026.pdf,40,4,89,pdfplumber-table3-v1
617924,Construction of bypass to Nayagarh town from km 235.469 to 252.482 of NH-57 including land acquisition in the state of Odisha.,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Odisha,2022-01,2023-05,2025-04,2026-02,,300.33,,103.64,2026-06,01/2022,(05/2023),(04/2025),(02/2026),,300.33,(-),103.64,FlashReport_June_2026.pdf,40,5,90,pdfplumber-table3-v1
618819,Balance work of Panikoili Rimoli Section of new NH-20 from Km 0.00 to Km. 163.000,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Odisha,2020-09,2021-03,2022-03,2023-12,,183.03,200.79,185.4,2026-06,09/2020,(03/2021),(03/2022),(12/2023),,183.03,(200.79),185.4,FlashReport_June_2026.pdf,40,6,91,pdfplumber-table3-v1
618913,4-L of Rajamunda to Barkote Section of NH-23 from km. 287.200 to km. 337.185,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Odisha,2017-10,2018-12,2021-06,2025-07,,609.63,630.97,608.19,2026-06,10/2017,(12/2018),(06/2021),(07/2025),,609.63,(630.97),608.19,FlashReport_June_2026.pdf,40,7,92,pdfplumber-table3-v1
619075,6L of Bhubaneswar - Jagatpur - Chandikhole Section of NH-16,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Odisha,2009-01,2011-12,2014-06,2026-04,,639.3,632.89,579.23,2026-06,01/2009,(12/2011),(06/2014),(04/2026),,639.3,(632.89),579.23,FlashReport_June_2026.pdf,40,8,93,pdfplumber-table3-v1
618487,Delhi-Amritsar-Katra Expressway Phase-I Pkg-VII from Junction with Patiala- Bathinda road NH-7 near Bhawanigarh to Junction with Ludhiana-Malerhkotla SH-11 near Bhogiwal village Km 188830 to km 225770,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Punjab,2020-12,2022-07,2024-07,2026-02,,1759.82,1774.32,1695.83,2026-06,12/2020,(07/2022),(07/2024),(02/2026),,1759.82,(1774.32),1695.83,FlashReport_June_2026.pdf,40,9,94,pdfplumber-table3-v1
617891,"Construction of Two lane with Paved Shoulder for Fatehpur Bypass Design Km 0.000 to Km 7.400 , Mandawa Bypass Design Km 20.925 to Km 27.300 & Jhunjhunu Bypass Design Km 41.625 to Km 54.689 of NH-11 on EPC Mode in the state of Rajasthan .",MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,2022-03,2023-02,2024-08,2025-09,,186.29,,78.06,2026-06,03/2022,(02/2023),(08/2024),(09/2025),,186.29,(-),78.06,FlashReport_June_2026.pdf,40,10,95,pdfplumber-table3-v1
617900,Upgradation to Two Lane Paved Shoulder in km 33/0 to 126/520 of NH-23 Old NH-11B Kothun-Lalsot-Karoli-Dholpur road in the state of Rajasthan under EPC mode Length-93.52 Km.,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,2021-12,2022-09,2024-09,2026-05,,150.11,,12.25,2026-06,12/2021,(09/2022),(09/2024),(05/2026),,150.11,(-),12.25,FlashReport_June_2026.pdf,40,11,96,pdfplumber-table3-v1
618093,Up-gradation to 2 lane with Paved shoulder from Charbhuja at Design km 0.00 existing km 150.00 to Neechli Oden Nathdwara at Design ch. Km 88.800 existing km 55.950 of NH-162E on EPC mode.,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,2022-02,2023-09,2025-09,2025-04,,838.43,,43.9,2026-06,02/2022,(09/2023),(09/2025),(04/2025),,838.43,(-),43.9,FlashReport_June_2026.pdf,40,12,97,pdfplumber-table3-v1
618118,Upgradation of two lane paved shoulder from Shahpura existing km. 0.00 Design Ch. 000 to Thanagazi existing Km.37352 Design Ch. 36810 of NH- 248A on EPC mode in the State of Rajasthan.,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,2022-03,2023-02,2024-07,2025-07,,174.34,,100.48,2026-06,03/2022,(02/2023),(07/2024),(07/2025),,174.34,(-),100.48,FlashReport_June_2026.pdf,40,13,98,pdfplumber-table3-v1
618456,Delhi-Vadodara Greenfield Alignment NH-148N Pkg-14 Ch. 388.420 to Ch. 419.000 [Junction with NH- 76 to Junction with NH-12 near village Ummedpura],NHAI,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,2019-11,2021-05,2023-05,2025-03,,1119.35,1194.17,1114.19,2026-06,11/2019,(05/2021),(05/2023),(03/2025),,1119.35,(1194.17),1114.19,FlashReport_June_2026.pdf,40,14,99,pdfplumber-table3-v1
619063,4L Greenfield spur from Delhi-Vadodara Greenfield expressway near Bandikui to Jaipur,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,2022-03,2022-11,2024-11,2025-10,,1636.15,2170.39,1283.3,2026-06,03/2022,(11/2022),(11/2024),(10/2025),,1636.15,(2170.39),1283.3,FlashReport_June_2026.pdf,40,15,100,pdfplumber-table3-v1
618562,Dindigul Bypass - Samyanallore from km. 373.275 to km. 426.00,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Tamil Nadu,2005-06,2006-07,2009-01,2025-07,,579.0,295.5,141.09,2026-06,06/2005,(07/2006),(01/2009),(07/2025),,579,(295.5),141.09,FlashReport_June_2026.pdf,40,16,101,pdfplumber-table3-v1
618743,Trichy 135.800 to Karur 218.000 section of NH-67 - Trichy Bypass,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Tamil Nadu,2006-12,2008-01,2010-07,2026-06,,876.88,360.88,336.71,2026-06,12/2006,(01/2008),(07/2010),(06/2026),,876.88,(360.88),336.71,FlashReport_June_2026.pdf,40,17,102,pdfplumber-table3-v1
618745,4L of Vadugapatti to Therkuvenganallur Rajapalyam section from km 36.000 to km 71.600 of NH-744,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Tamil Nadu,2022-02,2023-04,2025-04,2026-06,,1317.6,1137.16,954.04,2026-06,02/2022,(04/2023),(04/2025),(06/2026),,1317.6,(1137.16),954.04,FlashReport_June_2026.pdf,40,18,103,pdfplumber-table3-v1
618773,Tuticorin - Tirunelveli from km. 0.00 to km. 47.250,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Tamil Nadu,2009-11,2010-04,2012-04,2014-06,,449.85,452.48,2.8,2026-06,11/2009,(04/2010),(04/2012),(06/2014),,449.85,(452.48),2.8,FlashReport_June_2026.pdf,40,19,104,pdfplumber-table3-v1
618874,Four Laning of Trichy - Dindigul from km. 333.00 to km. 421.273 of NH-45,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Tamil Nadu,2006-12,2008-01,2010-07,2026-06,,1003.11,435.81,377.7,2026-06,12/2006,(01/2008),(07/2010),(06/2026),,1003.11,(435.81),377.7,FlashReport_June_2026.pdf,40,20,105,pdfplumber-table3-v1
618897,4L of Sethiyathope -Cholapuram section from Km. 65.960 to Km. 116.440 section of NH45 C Pkg-II,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Tamil Nadu,2017-03,2018-08,2020-08,2025-11,,2356.19,2356.9,1697.35,2026-06,03/2017,(08/2018),(08/2020),(11/2025),,2356.19,(2356.9),1697.35,FlashReport_June_2026.pdf,40,21,106,pdfplumber-table3-v1
618943,Salem - Ulundurpet section from km 0.313 to km 136.670 of NH-68,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Tamil Nadu,2006-12,2008-01,2011-01,2025-11,,861.23,1019.85,940.44,2026-06,12/2006,(01/2008),(01/2011),(11/2025),,861.23,(1019.85),940.44,FlashReport_June_2026.pdf,40,22,107,pdfplumber-table3-v1
619083,Thumbipadi-Namakkal from km. 180.00 to km. 248.625 Package No. NS- 2/BOT/TN-02,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Tamil Nadu,2005-06,2006-08,2009-02,2026-06,,255.53,395.43,392.41,2026-06,06/2005,(08/2006),(02/2009),(06/2026),,255.53,(395.43),392.41,FlashReport_June_2026.pdf,40,23,108,pdfplumber-table3-v1
619084,Start of Karur Bypass - Dindigul from km. 292.600 to km. 305.600 Contract Package No. NS2/BOT/TN-4,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Tamil Nadu,2005-08,2006-10,2009-04,2025-12,,461.54,515.03,222.72,2026-06,08/2005,(10/2006),(04/2009),(12/2025),,461.54,(515.03),222.72,FlashReport_June_2026.pdf,41,1,109,pdfplumber-table3-v1
617992,Rehabilitation & upgradation of NH - 167 from design km 187.723 to 234.434 Miryalaguda to Kodad section to two lane with paved shoulder on EPC mode in the state of Telangana,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Telangana,2018-03,2018-09,2020-09,2026-01,,322.81,322.81,154.47,2026-06,03/2018,(09/2018),(09/2020),(01/2026),,322.81,(322.81),154.47,FlashReport_June_2026.pdf,41,2,110,pdfplumber-table3-v1
617996,Widening to 2/4 Lane with paved shoulders from Km 182.120 to Km 227.600 of NH 167 on Haggari-Jadcherla Road on EPC mode under NHO in the state of Telangana,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Telangana,2016-10,2017-02,2019-02,2024-04,,298.0,,238.2,2026-06,10/2016,(02/2017),(02/2019),(04/2024),,298,(-),238.2,FlashReport_June_2026.pdf,41,3,111,pdfplumber-table3-v1
618026,Rehabilitation and upgradation to two lane with paved shoulders from Km 0/000 to 72/6 of NH-365 Nakrekal to Tanamcherla section under NHDP IV in the state of Telangana under EPC mode,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Telangana,2017-06,2017-11,2019-10,2025-05,,605.08,,585.2,2026-06,06/2017,(11/2017),(10/2019),(05/2025),,605.08,(-),585.2,FlashReport_June_2026.pdf,41,4,112,pdfplumber-table3-v1
618132,Widening & strengthening of existing carriageway in 2 lane with paved shoulders from km 25/0 to 59/2 design Ch km 25.467 to 59.200 of NH - 353C on EPC mode in the state of Telangana,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Telangana,2018-02,2018-06,2020-06,2025-01,,206.13,,318.62,2026-06,02/2018,(06/2018),(06/2020),(01/2025),,206.13,(-),318.62,FlashReport_June_2026.pdf,41,5,113,pdfplumber-table3-v1
618142,Widening to Two lane with Paved shoulders from km.40/410 to 84/037 of Thirumanlagiri-- Suryapet Section of NH-365B earstwhile section of SH-16,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Telangana,2017-01,2017-05,2019-05,2023-08,,244.54,,147.48,2026-06,01/2017,(05/2017),(05/2019),(08/2023),,244.54,(-),147.48,FlashReport_June_2026.pdf,41,6,114,pdfplumber-table3-v1
618143,widening to two lane with Paved shoulders from Km.0/970 to Km.40/410 of Jangaon - Thirumal giriof NH- 365B in the state of Telanganaon EPC mode under NHO Annual Plan 2016-17,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Telangana,2017-03,2017-11,2019-10,2023-10,,197.0,,3.24,2026-06,03/2017,(11/2017),(10/2019),(10/2023),,197,(-),3.24,FlashReport_June_2026.pdf,41,7,115,pdfplumber-table3-v1
618386,Rehabilitation & Upgradation of Road from Km 0.00 to Km 18.600 Total length- 18.600 km of Kumarghat-Kailashahar section on NH-208 to 2-lane with Paved shoulder on EPC bais under NHO,NHIDCL,Ministry of Road Transport & Highways,Roads & Highways,Tripura,2020-02,2020-07,2022-01,2024-12,,277.5,302.03,273.04,2026-06,02/2020,(07/2020),(01/2022),(12/2024),,277.5,(302.03),273.04,FlashReport_June_2026.pdf,41,8,116,pdfplumber-table3-v1
618008,"Construction of four-lane elevated viaduct from km.4634 to km.6345 on NH-24A including Retaining wall, service lane, at grade road and improvement of junctions, on EPC mode",MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,2021-03,2022-03,2023-09,2024-09,,185.09,269.81,200.32,2026-06,03/2021,(03/2022),(09/2023),(09/2024),,185.09,(269.81),200.32,FlashReport_June_2026.pdf,41,9,117,pdfplumber-table3-v1
618110,Improvement and upgradation to two lane with Paved Shoulder configuration from existing km 55.00 to km 90.00 Design length 34.76 of NH-227A near Chhapia Village to near Sikriganj in the State of UP on EPC Mode.,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,2021-11,2022-11,2024-05,2025-05,,307.11,,136.8,2026-06,11/2021,(11/2022),(05/2024),(05/2025),,307.11,(-),136.8,FlashReport_June_2026.pdf,41,10,118,pdfplumber-table3-v1
618498,6L Greenfield Kanpur - Lucknow Expressway Pkg II from km. 28.500 to km. 73.744,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,2021-12,2022-11,2025-05,2026-02,,2471.56,2489.0,1439.5,2026-06,12/2021,(11/2022),(05/2025),(02/2026),,2471.56,(2489),1439.5,FlashReport_June_2026.pdf,41,11,119,pdfplumber-table3-v1
618553,6L of Agra Bypass Northern connecting Km. 174.500 of NH-2 new NH-19 to Km. 141.000 of Yamuna Expressways,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,2022-01,2023-02,2025-02,2026-01,,957.62,1034.42,759.58,2026-06,01/2022,(02/2023),(02/2025),(01/2026),,957.62,(1034.42),759.58,FlashReport_June_2026.pdf,41,12,120,pdfplumber-table3-v1
618565,Strengthening of existing 4L Ayodhya Bypass Section from design Km. 121 600 to Km. 144020 of NH 28 New NH 27Pkg-3,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,2023-03,2023-09,2025-03,2025-11,,526.45,281.13,270.75,2026-06,03/2023,(09/2023),(03/2025),(11/2025),,526.45,(281.13),270.75,FlashReport_June_2026.pdf,41,13,121,pdfplumber-table3-v1
618770,4L Spur of Panipat - Shamli connecting NH-709AD Panipat Shamli Muzaffarnagar and NH-709A Karnal Meerut bypassing Shamli district UP,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,2021-10,2022-10,2024-10,2025-05,,516.16,273.42,247.21,2026-06,10/2021,(10/2022),(10/2024),(05/2025),,516.16,(273.42),247.21,FlashReport_June_2026.pdf,41,14,122,pdfplumber-table3-v1
618854,2L PS of Raebareli - Jagdishpur with 4L Jagdishpur Bypass Spur,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,2021-02,2022-01,2024-01,2025-11,,706.41,752.52,534.31,2026-06,02/2021,(01/2022),(01/2024),(11/2025),,706.41,(752.52),534.31,FlashReport_June_2026.pdf,41,15,123,pdfplumber-table3-v1
618855,"Improvement and Up-Gradation of Existing Road to 2/4L PS from Km 40.000 to 88.750, start of Khutar bypass to start of Shahjahanpur bypass of NH 731Pkg-I",NHAI,Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,2022-03,2023-02,2025-02,2026-03,,838.68,838.68,616.56,2026-06,03/2022,(02/2023),(02/2025),(03/2026),,838.68,(838.68),616.56,FlashReport_June_2026.pdf,41,16,124,pdfplumber-table3-v1
618864,4L from Mathura Bypass Start at Existing Km. 154.20 of NH-44 to Gaju Village at Km 32.982 of NH-530B Pkg-IB,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,2022-01,2023-03,2025-03,2026-01,,1722.11,1820.77,1057.04,2026-06,01/2022,(03/2023),(03/2025),(01/2026),,1722.11,(1820.77),1057.04,FlashReport_June_2026.pdf,41,17,125,pdfplumber-table3-v1
618865,4L from Gaju Village at Km. 32.982 to Devinagar Bypass End at Km. 208.000 of NH-530B Pkg-1C.,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,2021-12,2023-01,2025-01,2025-04,,1384.79,1496.44,862.65,2026-06,12/2021,(01/2023),(01/2025),(04/2025),,1384.79,(1496.44),862.65,FlashReport_June_2026.pdf,41,18,126,pdfplumber-table3-v1
618959,4L Prayagraj Greenfield By-pass from design Km 50860 near Nibi Kala Uperhar to design Km 64763 on NH-19 near Khodaypur Kasgaon including Interchange loop at NH-19,NHAI,Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,2023-08,2023-12,2025-03,2026-02,,1017.99,427.54,412.74,2026-06,08/2023,(12/2023),(03/2025),(02/2026),,1017.99,(427.54),412.74,FlashReport_June_2026.pdf,41,19,127,pdfplumber-table3-v1
617970,Reconstruction of existing 2 L/IL to 2L with paved shoulder from existing km 52.200 to 92.880 of NH-,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Uttarakhand,2016-10,2017-06,2019-06,2023-09,,282.08,,352.53,2026-06,10/2016,(06/2017),(06/2019),(09/2023),,282.08,(-),352.53,FlashReport_June_2026.pdf,41,20,128,pdfplumber-table3-v1
617975,Rehabilitation and upgradation to 2 lane with paved shoulder configuration from km 122.00 Dharasu Bend to km 147.230 Silkyara Bend of NH-94 in the state of Uttarakhand,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Uttarakhand,2017-03,2017-11,2019-11,2026-01,,237.79,,196.69,2026-06,03/2017,(11/2017),(11/2019),(01/2026),,237.79,(-),196.69,FlashReport_June_2026.pdf,41,21,129,pdfplumber-table3-v1
617253,Revamping of old sub-systems of Blast Furnace 3 at Bokaro Steel Plant,Steel Authority of India Limited [SAIL],Ministry of Steel,Steel,Jharkhand,2023-08,2023-10,2025-07,2026-05,,513.82,,415.18,2026-06,08/2023,(10/2023),(07/2025),(05/2026),,513.82,(-),415.18,FlashReport_June_2026.pdf,42,3,130,pdfplumber-table3-v1
701406,Rajiv Bhima Lift Irrigation Scheme,Irrigation and CAD-TG,"Department of Water Resources, River Development & GR",Water Resources,Telangana,2007-04,2008-01,2019-12,2026-03,2026-06,1402.0,2509.66,1839.76,2026-07,04/2007,(01/2008),(12/2019),(03/2026),06/2026,1402,(2509.66),1839.76,FlashReport_July_2026.pdf,36,3,1,pdfplumber-table3-v1
702851,Pune Water Supply Infrastructure Project,Ministry of Housing & Urban Affairs,Ministry of Housing & Urban Affairs,Waste & Water,Maharashtra,2017-03,2017-07,2023-03,2026-08,2026-07,235.95,,220.77,2026-07,03/2017,(07/2017),(03/2023),(08/2026),07/2026,235.95,(-),220.77,FlashReport_July_2026.pdf,36,7,2,pdfplumber-table3-v1
701343,Srikakulam Angul Gas Pipeline Project,Gas Authority of India Limited [GAIL],Ministry of Petroleum & Natural Gas,Energy Storage,Odisha,2019-09,2019-09,2026-07,2026-07,2026-07,2658.34,2810.0,2315.2,2026-07,09/2019,(09/2019),(07/2026),(07/2026),07/2026,2658.34,(2810),2315.2,FlashReport_July_2026.pdf,36,11,3,pdfplumber-table3-v1
400078,New Mundra Panipat Crude Oil Pipeline,Indian Oil Corporation Limited [IOCL],Ministry of Petroleum & Natural Gas,Energy Storage,Rajasthan,2021-12,2021-12,2024-12,2026-07,2026-07,9028.0,9028.0,7554.56,2026-07,12/2021,(12/2021),(12/2024),(07/2026),07/2026,9028,(9028),7554.56,FlashReport_July_2026.pdf,36,12,4,pdfplumber-table3-v1
611966,Transmission System for Evacuation of power from Potential RE Zone in Khavda Area of Gujarat under phase IV 7GW-Part E4,Power Grid Corporation of India Limited [POWERGRID],Ministry of Power,Transmission & Distribution,Maharashtra,2023-11,2023-11,2025-07,2026-05,2026-06,224.41,,224.41,2026-07,11/2023,(11/2023),(07/2025),(05/2026),06/2026,224.41,(-),224.41,FlashReport_July_2026.pdf,36,16,5,pdfplumber-table3-v1
617949,Tadipatri Bypass Km 0000 to Km 6285 of 4-Lane on NH-67 in Anantapuramu district of AP state under NHO on EPC Mode under Annual Plan 2022-23,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Andhra Pradesh,2023-03,2024-03,2026-03,2026-01,2026-01,159.66,,75.74,2026-07,03/2023,(03/2024),(03/2026),(01/2026),01/2026,159.66,(-),75.74,FlashReport_July_2026.pdf,36,20,6,pdfplumber-table3-v1
618051,Rehabilitation and Upgrading of NH-707 OLD 72-B Package - 2 Hewna to Ashyari,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Himachal Pradesh,2020-04,2021-03,2023-03,2025-12,2025-12,242.8,220.95,145.49,2026-07,04/2020,(03/2021),(03/2023),(12/2025),12/2025,242.8,(220.95),145.49,FlashReport_July_2026.pdf,36,21,7,pdfplumber-table3-v1
617915,Upgradation of Dindori-Sagartola-kabichabutra MP-CG border section of NH -45 from km 000Design to km 77.00 Design to Two lane with paved shoulder configration along with one time improvement in 04 nos. of bypaased built-up areas in a total length of 9.1 km in the state of Madhya Pradesh on EPC mode.,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,2022-01,2023-09,2025-09,2026-03,2026-03,329.14,319.09,204.39,2026-07,01/2022,(09/2023),(09/2025),(03/2026),03/2026,329.14,(319.09),204.39,FlashReport_July_2026.pdf,36,22,8,pdfplumber-table3-v1
618136,Upgradatiobn and Rehabilitation of Section of NH 361 F from Parli 00/000 to Gangakhed 30/400 to Two Lanes with paved shoulder / Four lane configurations on EPC mode in the State of Maharashtra.,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,2021-03,2022-02,2023-09,2025-08,2025-08,224.44,,268.45,2026-07,03/2021,(02/2022),(09/2023),(08/2025),08/2025,224.44,(-),268.45,FlashReport_July_2026.pdf,36,23,9,pdfplumber-table3-v1
618175,Rehabilitation and Upgradation of Satana to Mangrul Chandwad Section of NH752 G Design Ch Km 64.000 to Ch Km 101.140 two lane with paved shoulder/four lane configuration in the state of Maharashtra on EPC mode.,MoRTH,Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,2022-03,2023-05,2025-05,2026-02,2026-02,428.8,,184.63,2026-07,03/2022,(05/2023),(05/2025),(02/2026),02/2026,428.8,(-),184.63,FlashReport_July_2026.pdf,36,24,10,pdfplumber-table3-v1
